"Table - 2 Average Age of Lok Sabha : First to Sixteenth",
"Lok Sabha Session","Average Age"
"1952-57 ",46.5
"1957-62",46.7
"1962-67",49.4
"1967-70",48.7
"1971-77",49.2
"1977-79",52.1
"1980-84",49.9
"1985-89",51.4
"1989-91",51.3
"1991-96",51.4
"1996-97",52.8
"1998-99",46.4
"1999-2004",55.5
"2004-2009",52.2
"2009-2014",53.7
"2014 - Present",53.8
